ORIGIN,DESTINATION,Container Size,Price,Free Days,Per Diem
Xiamen,Praha,40HC,"$1,377",100,$10.00
Xiamen,Milano,40HC,"$2,033",100,$10.00
Warsaw,Ho Chi Minh City,40HC,$383,100,$10.00
Shenzhen,Moscow,40GP,"$1,845",60,$10.00
Tianjin,"Winnipeg, MB",40HC,$200,100,$10.00
Tianjin,Warsaw,40HC,"$1,665",100,$10.00
Shenzhen,Moscow,20GP,"$1,200",60,$5.00
Tianjin,"Vancouver, BC",40HC,$600,100,$10.00
Tianjin,"Toronto, ON",40HC,$550,100,$10.00
Tianjin,"New York, NY",40HC,$520,100,$10.00
Tianjin,"Montreal, QC",40HC,$600,100,$10.00
Tianjin,"El Paso, TX",40HC,$500,100,$10.00
Tianjin,"Cleveland, OH",40HC,$900,100,$10.00
Shenzhen,Lyon,20GP,"$1,070",60,$5.00
Tianjin,"Charleston, SC",40HC,$775,100,$10.00
Tianjin,"Baltimore, MD",40HC,$700,100,$10.00
Tianjin,"Atlanta, GA",40HC,$900,100,$10.00
Shenzhen,"Toronto, ON",40HC,"$1,070",100,$10.00
Shenzhen,Shanghai,40HC,"$1,050",100,$10.00
Shenzhen,Qingdao,40HC,"$1,050",100,$10.00
Shenzhen,Ningbo,40HC,"$1,050",100,$10.00
Shenzhen,"Los Angeles, CA",40HC,$600,100,$10.00
Shenzhen,Dunkerque,20GP,"$1,070",60,$5.00
Shenzhen,"Los Angeles, CA",40HC,$600,100,$10.00
Shenzhen,"Long Beach, CA",40HC,$600,100,$10.00
Shenzhen,"Long Beach, CA",40HC,$600,100,$10.00
Shenzhen,Jebel Ali,40HC,$50,100,$10.00
Shenzhen,Jebel Ali,40HC,$50,100,$10.00
Shenzhen,"Denver, CO",40HC,$300,100,$10.00
Shenzhen,"Denver, CO",40HC,$300,100,$10.00
Shenzhen,"Dallas, TX",40HC,$630,100,$10.00
Shenzhen,"Dallas, TX",40HC,$630,100,$10.00
Shenzhen,"Chicago, IL",40HC,"$1,050",100,$10.00
Shenzhen,"Chicago, IL",40HC,"$1,050",100,$10.00
Shenzhen,Antwerp,40HC,"$1,000",100,$10.00
Shenzhen,Antwerp,40HC,"$1,000",100,$10.00
Shanghai,Shanghai,40HC,$970,100,$10.00
Shanghai,"Saskatoon, SK",40HC,$525,100,$10.00
Shanghai,"Saint Louis, MO",40HC,$750,100,$10.00
Shanghai,Qingdao,40HC,$940,100,$10.00
Shanghai,Praha,40HC,"$1,445",100,$10.00
Shanghai,Ningbo,40HC,$830,100,$10.00
Shanghai,Minsk,40HC,"$2,170",100,$10.00
Shanghai,"Winnipeg, MB",20GP,$210,75,$5.00
Shanghai,Milano,40HC,"$1,420",100,$10.00
Shanghai,Madrid,40HC,$680,100,$10.00
Shanghai,"Vancouver, BC",20GP,$470,75,$5.00
Shanghai,Le Havre,40HC,"$1,400",100,$10.00
Shanghai,"Toronto, ON",20GP,$450,60,$5.00
Shanghai,Jebel Ali,40HC,$100,100,$10.00
Shanghai,"Tacoma, WA",20GP,$400,60,$5.00
Shanghai,Istanbul,40HC,$960,100,$10.00
Shanghai,Houston,40HC,$800,100,$10.00
Shanghai,"Chicago, IL",40HC,$700,100,$10.00
Shanghai,"Savannah, GA",20GP,$500,60,$5.00
Shanghai,"Charleston, SC",40HC,$800,100,$10.00
Qingdao,"Tampa, FL",40HC,$800,100,$10.00
Shanghai,"Saint Louis, MO",20GP,$450,100,$5.00
Qingdao,St Petersburg,40HC,"$1,900",100,$10.00
Qingdao,Shanghai,40HC,"$1,050",100,$10.00
Qingdao,Qingdao,40HC,"$1,030",100,$10.00
Shanghai,Oslo,20GP,$95,60,$5.00
Shanghai,"Oakland, CA",20GP,$220,75,$5.00
Qingdao,"Norfolk, VA",40HC,$800,100,$10.00
Qingdao,Ningbo,40HC,"$1,320",100,$10.00
Qingdao,"New Orleans, LA",40HC,$600,100,$10.00
Qingdao,Milano,40HC,"$1,640",100,$10.00
Shanghai,"New York, NY",20GP,$360,60,$5.00
Shanghai,"New Orleans, LA",20GP,$620,75,$5.00
Shanghai,Munich,40GP,"$1,400",60,$10.00
Qingdao,Jebel Ali,40HC,$100,100,$10.00
Qingdao,"Halifax, NS",40HC,$200,100,$10.00
Shanghai,Moscow,40GP,"$2,000",60,$10.00
Qingdao,"Detroit, MI",40HC,$650,100,$10.00
Shanghai,Moscow,20GP,"$1,100",60,$5.00
Shanghai,"Montreal, QC",20GP,$300,100,$5.00
Qingdao,"Denver, CO",40HC,$300,100,$10.00
Qingdao,"Chicago, IL",40HC,$935,100,$10.00
Port Kelang,"Jacksonville, FL",40HC,$930,100,$10.00
Shanghai,"Miami, FL",20GP,$380,75,$5.00
Ningbo,Warsaw,40HC,"$1,360",100,$10.00
Shanghai,"Memphis, TN",20GP,$290,100,$5.00
Ningbo,"Vancouver, BC",40HC,$945,100,$10.00
Ningbo,"Toronto, ON",40HC,"$1,000",100,$10.00
Ningbo,Shanghai,40HC,"$1,050",100,$10.00
Shanghai,Lyon,20GP,"$1,070",60,$5.00
Shanghai,"Los Angeles, CA",20GP,$395,100,$5.00
Shanghai,"Long Beach, CA",20GP,$400,100,$5.00
Ningbo,Qingdao,40HC,"$1,050",100,$10.00
Ningbo,Ningbo,40HC,"$1,050",100,$10.00
Ningbo,Milano,40HC,"$1,490",100,$10.00
Ningbo,Mersin,40HC,"$1,510",100,$10.00
Ningbo,Jebel Ali,40HC,$100,100,$10.00
Shanghai,Houston,20GP,$405,100,$5.00
Ningbo,Houston,40HC,$950,100,$10.00
Ningbo,"El Paso, TX",40HC,$400,100,$10.00
Shanghai,"Halifax, NS",20GP,$30,100,$5.00
Ningbo,"Denver, CO",40HC,$640,100,$10.00
Ningbo,"Dallas, TX",40HC,$805,100,$10.00
Shanghai,"Edmonton, AB",20GP,$260,75,$5.00
Shanghai,Dunkerque,20GP,"$1,070",60,$5.00
Ningbo,"Calgary, AB",40HC,$800,100,$10.00
Shanghai,Dublin,20GP,$50,100,$5.00
Nansha,Jebel Ali,40HC,$80,100,$10.00
Shanghai,"Denver, CO",20GP,$330,75,$5.00
Shanghai,"Dallas, TX",20GP,$180,75,$5.00
Malaszewicze,Shanghai,40HC,"$1,130",100,$10.00
Shanghai,"Chicago, IL",20GP,$420,100,$5.00
Malaszewicze,Ningbo,40HC,"$1,240",100,$10.00
Shanghai,"Charleston, SC",40GP,"$1,380",75,$10.00
Krasnojarsk,Huangpu,40HC,"$1,200",100,$10.00
Shanghai,"Charleston, SC",20GP,$500,75,$5.00
Shanghai,"Calgary, AB",20GP,$220,75,$5.00
Ho Chi Minh City,"New York, NY",40HC,"$1,400",100,$10.00
Shanghai,Belfast (United Kingdom),20GP,$285,75,$5.00
Hamburg,Yantian,40HC,$470,100,$10.00
Hamburg,Xingang,40HC,$470,100,$10.00
Shanghai,"Atlanta, GA",20GP,$430,75,$5.00
Shanghai,Algeciras,20GP,$95,45,$5.00
Hamburg,Tianjin,40HC,$450,100,$10.00
Hamburg,Taicang,40HC,$447,100,$10.00
Qingdao,"Winnipeg, MB",20GP,$130,75,$5.00
Qingdao,"Vancouver, BC",20GP,$400,100,$5.00
Qingdao,"Toronto, ON",20GP,$430,100,$5.00
Hamburg,Qingdao,40HC,$460,100,$10.00
Qingdao,"Tacoma, WA",20GP,$250,75,$5.00
Hamburg,Ningbo,40HC,$460,100,$10.00
Chengdu,Budapest,40HC,$737,100,$10.00
Qingdao,"Savannah, GA",20GP,$420,100,$5.00
Qingdao,"Saint Louis, MO",20GP,$430,75,$5.00
Antwerp,Shanghai,40HC,$300,100,$10.00
Antwerp,Qingdao,40HC,$300,100,$10.00
Shenzhen,"Toronto, ON",40HC,"$1,070",100,$10.00
Qingdao,"Oakland, CA",20GP,$250,75,$5.00
Shenzhen,Shanghai,40HC,"$1,050",100,$10.00
Shenzhen,Qingdao,40HC,"$1,050",100,$10.00
Qingdao,Nhava Sheva,20GP,$80,60,$5.00
Qingdao,"New York, NY",20GP,$390,100,$5.00
Shenzhen,Ningbo,40HC,"$1,050",100,$10.00
Qingdao,"New Orleans, LA",20GP,$470,75,$5.00
Qingdao,Mundra,20GP,$80,60,$5.00
"Yekaterinburg, Sve",Yiwu,40HC,"$1,570",125,$10.00
Qingdao,Moscow,20GP,$900,60,$5.00
Qingdao,"Montreal, QC",20GP,$350,75,$5.00
"Yekaterinburg, Sve",Wuhan,40HC,"$2,260",125,$10.00
Qingdao,"Miami, FL",20GP,$340,75,$5.00
Qingdao,"Memphis, TN",20GP,$270,45,$5.00
Qingdao,Lyon,20GP,"$1,070",60,$5.00
Qingdao,"Los Angeles, CA",20GP,$500,75,$5.00
Qingdao,"Long Beach, CA",20GP,$425,75,$5.00
Nansha,Praha,40HC,"$1,300",125,$10.00
Qingdao,Karachi,20GP,$160,60,$5.00
Nansha,Milano,40HC,"$1,480",125,$10.00
Qingdao,Izmir,20GP,$700,60,$5.00
Qingdao,Houston,20GP,$450,100,$5.00
Moscow,Taicang,40HC,"$1,400",125,$10.00
Moscow,Ambarli,40HC,$810,125,$10.00
Qingdao,"El Paso, TX",20GP,$50,100,$5.00
Qingdao,"Edmonton, AB",20GP,$270,75,$5.00
Qingdao,Dunkerque,20GP,"$1,070",60,$5.00
Ho Chi Minh City,Minsk,40HC,"$1,200",125,$10.00
Qingdao,"Detroit, MI",20GP,$500,100,$5.00
Ho Chi Minh City,"Memphis, TN",40HC,$720,125,$10.00
Qingdao,"Dallas, TX",20GP,$350,75,$5.00
Ho Chi Minh City,Houston,40HC,$650,125,$10.00
Qingdao,"Chicago, IL",20GP,$620,75,$5.00
Qingdao,"Charleston, SC",20GP,$410,100,$5.00
Qingdao,"Calgary, AB",20GP,$200,75,$5.00
Haiphong,St Petersburg,40HC,"$2,550",125,$10.00
Qingdao,"Atlanta, GA",20GP,$250,75,$5.00
Guangzhou,Praha,40HC,$935,125,$10.00
Guangzhou,Milano,40HC,"$1,600",125,$10.00
Ningbo,"Winnipeg, MB",20GP,$210,75,$5.00
Guangzhou,Hamburg,40HC,"$1,503",125,$10.00
Guangzhou,Budapest,40HC,"$1,645",125,$10.00
Dalian,Warsaw,40HC,"$1,860",125,$10.00
Ningbo,"Toronto, ON",20GP,$310,100,$5.00
Chengdu,Warsaw,40HC,"$2,095",125,$10.00
Chengdu,Lyon,40HC,"$1,077",125,$10.00
Chengdu,Budapest,40HC,"$2,063",125,$10.00
Ningbo,"Saint Louis, MO",20GP,$450,100,$5.00
Changsha,Hamburg,40HC,"$1,960",125,$10.00
Antwerp,Taicang,40HC,$477,125,$10.00
Ningbo,"Oakland, CA",20GP,$210,75,$5.00
Nansha,Shanghai,40HC,"$1,050",125,$10.00
Nansha,Qingdao,40HC,"$1,050",125,$10.00
Nansha,Ningbo,40HC,"$1,050",125,$10.00
Ningbo,"New York, NY",20GP,$360,60,$5.00
Ningbo,"New Orleans, LA",20GP,$620,75,$5.00
Moscow,Yantian,40HC,$620,125,$10.00
Moscow,Xiamen,40HC,"$2,030",125,$10.00
Moscow,Tianjin,40HC,"$1,870",125,$10.00
Ningbo,"Miami, FL",20GP,$340,75,$5.00
Moscow,Shenzhen,40HC,"$1,870",125,$10.00
Ningbo,"Memphis, TN",20GP,$380,75,$5.00
Moscow,Qingdao,40HC,"$1,870",125,$10.00
Moscow,Ningbo,40HC,"$1,870",125,$10.00
Ningbo,Lyon,20GP,"$1,070",60,$5.00
Ningbo,"Los Angeles, CA",20GP,$410,100,$5.00
Hamburg,Shanghai,40HC,$460,125,$10.00
Antwerp,Taicang,40HC,$400,125,$10.00
Antwerp,Ningbo,40HC,$407,125,$10.00
"Yekaterinburg, Sve",Houston,40HC,$170,45,$10.00
Ningbo,Houston,20GP,$500,75,$5.00
Xian,Shanghai,40HC,$160,45,$10.00
Xiamen,Qingdao,40HC,$50,45,$10.00
Tianjinxingang,Guangzhou,40HC,$170,45,$10.00
Ningbo,"El Paso, TX",20GP,$50,100,$5.00
Ningbo,"Edmonton, AB",20GP,$270,75,$5.00
Ningbo,Dunkerque,20GP,"$1,070",60,$5.00
Tianjin,Houston,40HC,$930,45,$10.00
Ningbo,"Detroit, MI",20GP,$550,100,$5.00
St Petersburg,Istanbul,40HC,$340,45,$10.00
Singapore,"Vancouver, BC",40HC,$580,45,$10.00
Ningbo,"Dallas, TX",20GP,$350,75,$5.00
Ningbo,"Charleston, SC",20GP,$490,75,$5.00
Singapore,Southampton,40HC,"$2,390",45,$10.00
Ningbo,"Calgary, AB",20GP,$210,75,$5.00
Singapore,Rotterdam,40HC,"$1,670",45,$10.00
Singapore,Le Havre,40HC,"$2,390",45,$10.00
Ningbo,"Atlanta, GA",20GP,$450,75,$5.00
Singapore,Hamburg,40HC,$770,45,$10.00
Singapore,Grangemouth,40HC,$580,45,$10.00
Singapore,Gothenburg,40HC,$580,45,$10.00
Singapore,Gdynia,40HC,"$2,390",45,$10.00
Singapore,Gdansk,40HC,"$2,390",45,$10.00
Singapore,Duisburg,40HC,"$2,390",45,$10.00
Singapore,Belfast (United Kingdom),40HC,"$2,390",45,$10.00
Singapore,Antwerp,40HC,"$1,670",45,$10.00
Shekou,Tianjin,40HC,$170,45,$10.00
Rotterdam,Xi An,40HC,$320,45,$10.00
Qingdao,"Memphis, TN",40HC,"$1,100",45,$10.00
Port Kelang,Southampton,40HC,"$2,390",45,$10.00
Port Kelang,Gdynia,40HC,"$2,390",45,$10.00
Port Kelang,Gdansk,40HC,"$2,390",45,$10.00
Port Kelang,Duisburg,40HC,"$2,390",45,$10.00
Port Kelang,Belfast (United Kingdom),40HC,"$2,390",45,$10.00
Ningbo,Kolkata(Calcutta),40HC,$85,45,$10.00
Ningbo,Chongqing,40HC,$50,45,$10.00
Ho Chi Minh City,"Yekaterinburg, Sve",20GP,$700,60,$5.00
Ho Chi Minh City,St Petersburg,20GP,$700,60,$5.00
Ho Chi Minh City,Novosibirsk,20GP,$700,60,$5.00
Ho Chi Minh City,Novorossiysk,20GP,$700,60,$5.00
Ningbo,Chengdu,40HC,$50,45,$10.00
Ho Chi Minh City,Moscow,20GP,$700,60,$5.00
Nhava Sheva,Tianjin,40HC,$50,45,$10.00
Nhava Sheva,Shanghai,40HC,$50,45,$10.00
Nhava Sheva,Nhava Sheva,40HC,$225,45,$10.00
Nhava Sheva,Mundra,40HC,$150,45,$10.00
Nhava Sheva,Karachi,40HC,$150,45,$10.00
Nhava Sheva,Jebel Ali,40HC,$110,45,$10.00
Nansha,Qingdao,40HC,$50,45,$10.00
Mundra,Shenzhen,40HC,$50,45,$10.00
Haiphong,Moscow,20GP,"$1,200",75,$5.00
Mundra,Shanghai,40HC,$50,45,$10.00
Mundra,Ningbo,40HC,$50,45,$10.00
Mundra,Nhava Sheva,40HC,$290,45,$10.00
Mundra,Karachi,40HC,$170,45,$10.00
Guangzhou,Moscow,40GP,"$1,935",60,$10.00
Mundra,Jebel Ali,40HC,$130,45,$10.00
Minsk,Shenyang,40HC,$230,45,$10.00
Kobe,Xiamen,40HC,$30,45,$10.00
Kobe,Shanghai,40HC,$30,45,$10.00
Kobe,Qingdao,40HC,$60,45,$10.00
Kobe,Ningbo,40HC,$50,45,$10.00
Karachi,Qingdao,40HC,$40,45,$10.00
Karachi,Ningbo,40HC,$40,45,$10.00
Karachi,Nhava Sheva,40HC,$150,45,$10.00
Karachi,Kolkata(Calcutta),40HC,$200,45,$10.00
Karachi,Jebel Ali,40HC,$150,45,$10.00
Karachi,Hamburg,40HC,$430,45,$10.00
Karachi,Cochin,40HC,$120,45,$10.00
Chongqing,"Salt Lake City, UT",20GP,$100,100,$5.00
Karachi,Chennai,40HC,$200,45,$10.00
Jeddah,Mundra,40HC,$290,45,$10.00
Jeddah,Moscow,40HC,$720,45,$10.00
Jeddah,Jebel Ali,40HC,$290,45,$10.00
Jebel Ali,Nhava Sheva,40HC,$120,45,$10.00
Huangpu,Shanghai,40HC,$120,45,$10.00
Ho Chi Minh City,Ningbo,40HC,$90,45,$10.00
Ho Chi Minh City,"Edmonton, AB",40HC,$820,45,$10.00
Haiphong,"Edmonton, AB",40HC,"$1,000",45,$10.00
Haiphong,"Dallas, TX",40HC,$440,45,$10.00
Guangzhou,"Saint Louis, MO",40HC,$750,45,$10.00
Gebze,Yantian,40HC,$290,45,$10.00
Gebze,Qingdao,40HC,$560,45,$10.00
Gebze,Qingdao,40HC,$560,45,$10.00
Bangkok,St Petersburg,20GP,"$1,000",60,$5.00
Fuzhou,Keelung,40HC,$60,45,$10.00
Dalian,Xiamen,40HC,$50,45,$10.00
Dalian,Ningbo,40HC,$50,45,$10.00
Dalian,Nansha,40HC,$50,45,$10.00
Dalian,Huangpu,40HC,$200,45,$10.00
Chongqing,Shanghai,40HC,$50,45,$10.00
Chongqing,"Saint Louis, MO",40HC,$750,45,$10.00
Yantian,"Winnipeg, MB",20GP,$150,75,$5.00
Chongqing,Huangpu,40HC,$230,45,$10.00
Yantian,"Tacoma, WA",20GP,$380,75,$5.00
Yantian,"Seattle, WA",20GP,$330,75,$5.00
Yantian,"Salt Lake City, UT",20GP,$380,75,$5.00
Yantian,"Saint Louis, MO",20GP,$430,75,$5.00
Chennai,Shanghai,40HC,$50,45,$10.00
Yantian,"Oakland, CA",20GP,$330,75,$5.00
Chennai,Nhava Sheva,40HC,$290,45,$10.00
Yantian,"New York, NY",20GP,$330,75,$5.00
Yantian,"Montreal, QC",20GP,$340,75,$5.00
Yantian,"Miami, FL",20GP,$330,75,$5.00
Chennai,Karachi,40HC,$130,45,$10.00
Yantian,"Memphis, TN",20GP,$430,75,$5.00
Chennai,Jebel Ali,40HC,$130,45,$10.00
Yantian,"Los Angeles, CA",20GP,$390,75,$5.00
"Busan, Korea",Xiamen,40HC,$50,45,$10.00
"Busan, Korea",Shanghai,40HC,$150,45,$10.00
"Busan, Korea",Ningbo,40HC,$200,45,$10.00
"Busan, Korea",Keelung,40HC,$60,45,$10.00
Yantian,Houston,20GP,$650,75,$5.00
Belawan,Moscow,40HC,"$1,120",45,$10.00
Antwerp,Jebel Ali,40HC,$50,45,$10.00
Yantian,"El Paso, TX",20GP,$380,60,$5.00
Yantian,"Edmonton, AB",20GP,$210,75,$5.00
Ambarli,Tianjin,40HC,$290,45,$10.00
Ambarli,Novorossiysk,40HC,$290,45,$10.00
Yantian,"Dallas, TX",20GP,$200,75,$5.00
Tianjin,"Tacoma, WA",40HC,$900,45,$10.00
Tianjin,Houston,40HC,$930,45,$10.00
Shenzhen,"Saint Louis, MO",40HC,$470,45,$10.00
Ningbo,Hamburg,40HC,"$1,080",45,$10.00
Yantian,"Charleston, SC",20GP,$380,75,$5.00
Yantian,"Calgary, AB",20GP,$280,75,$5.00
Ambarli,Tashkent,40HC,$300,45,$10.00
Yantian,Madrid,40HC,$130,60,$10.00
Yantian,"Kansas City, KS",40HC,$660,60,$10.00
Yantian,"Jacksonville, FL",40HC,$900,60,$10.00
Yantian,Houston,40HC,$630,60,$10.00
Yantian,"Halifax, NS",40HC,$600,60,$10.00
Xiamen,"Saint Louis, MO",20GP,$430,75,$5.00
Xiamen,"Oakland, CA",20GP,$330,75,$5.00
Xiamen,"New Orleans, LA",20GP,$470,75,$5.00
Yantian,"El Paso, TX",40HC,$540,60,$10.00
Xiamen,"Miami, FL",20GP,$380,75,$5.00
Xiamen,"Memphis, TN",20GP,$430,75,$5.00
Xiamen,Houston,20GP,$520,75,$5.00
Xiamen,Houston,20GP,$520,75,$5.00
Xiamen,"Edmonton, AB",20GP,$290,75,$5.00
Xiamen,"Dallas, TX",20GP,$290,75,$5.00
Xiamen,"Charleston, SC",20GP,$600,75,$5.00
Yantian,"Detroit, MI",40HC,"$1,090",60,$10.00
Xiamen,"Atlanta, GA",20GP,$290,75,$5.00
Yantian,"Columbus, OH",40HC,$900,60,$10.00
Yantian,"Cleveland, OH",40HC,$900,60,$10.00
Tianjin,"New Orleans, LA",20GP,$430,75,$5.00
Yantian,"Charleston, SC",40HC,"$1,400",60,$10.00
Tianjin,"Montreal, QC",20GP,$250,100,$5.00
Tianjin,"Memphis, TN",20GP,$230,75,$5.00
Yantian,Budapest,40HC,"$1,550",60,$10.00
Yantian,"Baltimore, MD",40HC,$900,60,$10.00
Yantian,"Atlanta, GA",40HC,$900,60,$10.00
Surabaya,"Yekaterinburg, Sve",20GP,"$1,100",60,$5.00
Surabaya,Vladivostok,20GP,$990,60,$5.00
Surabaya,St Petersburg,20GP,"$1,100",60,$5.00
Surabaya,Moscow,20GP,"$1,200",60,$5.00
Xian,St Petersburg,40HC,"$1,973",60,$10.00
Xian,Moscow,40HC,"$2,350",60,$10.00
Zhengzhou,Praha,40HC,"$1,210",75,$10.00
Shenzhen,"Vancouver, BC",20GP,$300,100,$5.00
Yantian,"Tacoma, WA",40HC,$300,75,$10.00
Shenzhen,"Toronto, ON",20GP,$400,100,$5.00
Yantian,"Oakland, CA",40HC,$900,75,$10.00
Shenzhen,"Salt Lake City, UT",20GP,$445,60,$5.00
Yantian,"Norfolk, VA",40HC,"$1,050",75,$10.00
Yantian,"Memphis, TN",40HC,$900,75,$10.00
Yantian,"Long Beach, CA",40HC,$600,75,$10.00
Yantian,"Dallas, TX",40HC,$660,75,$10.00
Shenzhen,Moscow,40GP,"$1,845",60,$10.00
Yantian,"Chicago, IL",40HC,$820,75,$10.00
Shenzhen,Moscow,20GP,"$1,200",60,$5.00
